slug,name,h1,seo_title,seo_description,full_gost_name,grade,group_name,thickness_mm,width_mm,state,surface,gost,price_per_kg,lead_time,image_filename
lenta-0-025x8-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х8 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х8 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,8,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x8-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x10-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х10 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х10 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,10,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x10-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x15-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х15 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х15 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,15,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x15-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x20-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х20 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х20 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,20,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x20-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x25-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х25 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х25 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,25,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x25-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x30-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х30 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х30 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,30,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x30-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x40-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х40 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х40 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,40,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x40-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x50-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х50 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х50 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,50,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x50-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x60-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х60 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х60 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,60,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x60-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x75-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х75 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х75 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,75,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x75-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x80-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х80 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х80 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,80,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x80-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x100-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х100 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х100 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,100,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x100-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x120-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х120 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х120 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,120,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x120-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x150-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х150 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х150 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,150,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x150-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x200-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х200 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х200 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,200,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x200-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-025x250-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,025х250 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,025х250 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.025,250,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-025x250-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x3-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х3 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х3 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,3,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x3-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x5-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х5 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х5 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,5,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x5-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x8-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х8 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х8 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,8,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x8-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x10-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х10 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х10 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,10,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x10-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x15-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х15 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х15 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,15,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x15-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x20-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х20 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х20 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,20,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x20-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x25-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х25 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х25 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,25,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x25-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x30-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х30 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х30 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,30,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x30-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x40-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х40 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х40 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,40,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x40-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x50-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х50 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х50 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,50,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x50-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x60-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х60 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х60 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,60,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x60-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x75-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х75 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х75 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,75,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x75-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x80-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х80 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х80 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,80,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x80-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x100-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х100 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х100 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,100,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x100-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x120-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х120 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х120 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,120,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x120-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x150-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х150 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х150 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,150,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x150-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x200-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х200 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х200 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,200,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x200-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-03x250-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,03х250 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,03х250 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.03,250,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-03x250-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x3-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,04х3 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х3 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.04,3,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-04x3-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x5-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,04х5 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х5 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.04,5,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-04x5-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x8-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,04х8 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х8 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.04,8,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-04x8-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
lenta-0-04x10-mm-12kh18n10t-nagartovannaya-gost-4986-79,"Лента 0,04х10 мм 12Х18Н10Т нагартованная ГОСТ 4986-79",сам впишу,сам впишу,сам впишу,"Лента 0,04х10 12Х18Н10Т-Н-НТ-3-В ГОСТ 4986-79",12Х18Н10Т,Коррозионно-стойкие стали,0.04,10,Нагартованная,Обычная,ГОСТ 4986-79,от 13000,Под заказ,lenta-0-04x10-mm-12kh18n10t-nagartovannaya-gost-4986-79.jpg
